Report Date,Choice 600-900,Select 600-900
12/15/2022,254.30,228.51
12/14/2022,250.07,226.69
12/13/2022,254.95,225.46
12/12/2022,257.02,225.68
12/09/2022,248.93,221.26
12/08/2022,247.28,220.55
12/07/2022,248.96,219.77
12/06/2022,242.65,219.14
12/05/2022,243.31,221.11
12/02/2022,249.93,224.56
12/01/2022,253.57,225.00
11/30/2022,254.88,225.01
11/29/2022,254.74,225.82
11/28/2022,254.53,228.53
11/25/2022,251.83,234.37
11/23/2022,252.56,233.33
11/22/2022,256.63,234.18
11/21/2022,255.57,233.23
11/18/2022,254.87,232.83
11/17/2022,257.10,231.74
11/16/2022,257.09,231.35
11/15/2022,258.36,231.76
11/14/2022,257.98,233.21
11/11/2022,258.94,235.27
11/10/2022,263.27,236.83
11/09/2022,264.67,235.22
11/08/2022,264.94,236.05
11/07/2022,264.55,235.92
11/04/2022,263.75,231.90
11/03/2022,265.18,233.06
11/02/2022,263.47,233.16
11/01/2022,262.63,232.73
10/31/2022,263.65,234.46
10/28/2022,263.26,234.49
10/27/2022,262.49,231.91
10/26/2022,260.86,228.60
10/25/2022,261.43,227.35
10/24/2022,257.92,225.61
10/21/2022,253.71,224.36
10/20/2022,253.62,222.08
10/19/2022,253.39,222.19
10/18/2022,250.78,221.28
10/17/2022,248.14,219.61
10/14/2022,246.98,216.94
10/13/2022,246.53,215.86
10/12/2022,246.66,214.26
10/11/2022,246.75,212.85
10/10/2022,244.63,213.82
10/07/2022,246.07,216.13
10/06/2022,247.36,216.99
10/05/2022,247.06,219.22
10/04/2022,248.04,221.91
10/03/2022,245.94,221.31
09/30/2022,243.75,220.13
09/29/2022,246.08,219.78
09/28/2022,247.55,219.21
09/27/2022,248.43,221.21
09/26/2022,247.84,223.35
09/23/2022,248.63,219.31
09/22/2022,248.40,222.11
09/21/2022,249.13,226.14
09/20/2022,251.64,227.23
09/19/2022,252.45,225.89
09/16/2022,252.40,226.65
09/15/2022,252.34,229.95
09/14/2022,253.47,230.11
09/13/2022,256.66,233.58
09/12/2022,258.94,235.76
09/09/2022,257.26,234.73
09/08/2022,258.01,236.04
09/07/2022,261.34,237.51
09/06/2022,260.47,239.30
09/02/2022,259.42,238.58
09/01/2022,258.07,236.59
08/31/2022,258.34,237.74
08/30/2022,259.79,239.68
08/29/2022,263.04,242.75
08/26/2022,262.76,238.76
08/25/2022,263.54,237.54
08/24/2022,262.83,237.62
08/23/2022,262.80,238.80
08/22/2022,264.52,238.36
08/19/2022,264.28,237.94
08/18/2022,264.39,237.47
08/17/2022,264.34,237.89
08/16/2022,265.44,239.12
08/15/2022,264.46,239.72
08/12/2022,263.37,239.59
08/11/2022,263.10,237.46
08/10/2022,263.23,237.08
08/09/2022,264.73,237.70
08/08/2022,266.24,238.86
08/05/2022,264.62,238.67
08/04/2022,266.28,240.35
08/03/2022,267.94,241.30
08/02/2022,268.46,241.55
08/01/2022,270.60,242.90
07/29/2022,269.24,242.25
07/28/2022,267.77,240.81
07/27/2022,267.99,241.81
07/26/2022,269.11,243.88
07/25/2022,268.11,245.00
07/22/2022,267.12,242.50
07/21/2022,267.76,240.53
07/20/2022,270.53,242.25
07/19/2022,272.57,243.73
07/18/2022,270.55,242.66
07/15/2022,268.91,241.79
07/14/2022,267.75,241.91
07/13/2022,268.05,241.26
07/12/2022,268.51,242.17
07/11/2022,268.14,243.00
07/08/2022,267.89,241.85
07/07/2022,268.07,242.58
07/06/2022,268.05,242.93
07/05/2022,264.66,239.87
07/01/2022,263.82,240.47
06/30/2022,264.00,240.57
06/29/2022,264.88,240.81
06/28/2022,267.14,243.31
06/27/2022,268.68,245.24
06/24/2022,264.98,245.02
06/23/2022,264.66,244.94
06/22/2022,266.57,245.99
06/21/2022,267.56,246.70
06/20/2022,266.50,246.39
06/17/2022,266.26,246.53
06/16/2022,267.16,245.38
06/15/2022,268.22,245.68
06/14/2022,269.44,246.82
06/13/2022,270.54,247.45
06/10/2022,271.32,248.89
06/09/2022,271.10,249.61
06/08/2022,271.74,249.41
06/07/2022,271.42,249.56
06/06/2022,269.58,251.09
06/03/2022,267.26,250.02
06/02/2022,266.65,249.63
06/01/2022,267.42,248.91
05/31/2022,267.54,248.65
05/27/2022,265.42,246.50
05/26/2022,263.97,244.43
05/25/2022,262.93,244.06
05/24/2022,263.65,245.35
05/23/2022,264.28,244.23
05/20/2022,262.17,243.02
05/19/2022,261.70,246.06
05/18/2022,260.47,246.02
05/17/2022,260.48,248.19
05/16/2022,260.31,245.67
05/13/2022,258.95,243.90
05/12/2022,257.20,244.36
05/11/2022,255.08,242.18
05/10/2022,255.24,242.35
05/09/2022,258.29,243.13
05/06/2022,254.44,245.06
05/05/2022,255.18,245.81
05/04/2022,259.74,247.68
05/03/2022,259.55,247.34
05/02/2022,262.55,248.23
04/29/2022,260.78,247.97
04/28/2022,262.60,251.06
04/27/2022,261.91,252.32
04/26/2022,264.17,256.23
04/25/2022,266.60,256.52
04/22/2022,267.91,254.77
04/21/2022,270.17,255.68
04/20/2022,268.82,256.53
04/19/2022,269.93,259.21
04/18/2022,271.08,259.46
04/15/2022,272.62,258.90
04/14/2022,271.86,259.71
04/13/2022,272.36,259.37
04/12/2022,273.47,260.71
04/11/2022,272.11,260.29
04/08/2022,270.47,260.33
04/07/2022,271.40,261.22
04/06/2022,271.04,261.05
04/05/2022,271.53,262.90
04/04/2022,268.04,261.70
04/01/2022,267.14,262.52
03/31/2022,268.39,262.34
03/30/2022,267.04,257.46
03/29/2022,264.50,254.84
03/28/2022,263.87,256.32
03/25/2022,262.64,252.14
03/24/2022,262.41,252.59
03/23/2022,261.60,253.24
03/22/2022,259.97,251.89
03/21/2022,258.50,252.50
03/18/2022,258.16,250.65
03/17/2022,257.05,250.68
03/16/2022,258.08,250.27
03/15/2022,257.90,248.84
03/14/2022,255.51,249.94
03/11/2022,254.71,249.11
03/10/2022,253.94,247.37
03/09/2022,252.70,244.79
03/08/2022,252.44,244.94
03/07/2022,254.71,250.22
03/04/2022,254.33,248.41
03/03/2022,254.35,247.79
03/02/2022,255.72,251.34
03/01/2022,256.68,251.52
02/28/2022,257.51,253.41
02/25/2022,258.27,255.41
02/24/2022,259.24,254.55
02/23/2022,260.88,258.96
02/22/2022,261.64,263.64
02/21/2022,264.09,261.84
02/18/2022,265.85,262.63
02/17/2022,269.59,264.85
02/16/2022,269.62,266.08
02/15/2022,270.37,267.82
02/14/2022,273.96,268.75
02/11/2022,274.52,267.83
02/10/2022,274.82,268.95
02/09/2022,275.79,272.05
02/08/2022,277.46,273.84
02/07/2022,278.96,275.04
02/04/2022,279.81,276.05
02/03/2022,281.46,276.47
02/02/2022,283.15,279.57
02/01/2022,285.44,280.22
01/31/2022,290.40,283.27
01/28/2022,290.42,283.41
01/27/2022,289.11,279.10
01/26/2022,289.46,279.72
01/25/2022,292.38,283.32
01/24/2022,293.50,284.79
01/21/2022,292.41,282.33
01/20/2022,292.98,282.18
01/19/2022,291.60,280.43
01/18/2022,289.49,278.39
01/17/2022,287.86,277.05
01/14/2022,284.31,273.97
01/13/2022,282.86,272.76
01/12/2022,279.93,270.98
01/11/2022,278.22,268.63
01/10/2022,276.04,266.50
01/07/2022,271.82,261.10
01/06/2022,268.56,260.64
01/05/2022,266.93,259.61
01/04/2022,266.82,259.23
01/03/2022,266.03,258.90
12/30/2021,265.26,258.23
12/29/2021,265.71,257.09
12/28/2021,264.66,256.09
12/27/2021,264.48,255.18
12/23/2021,262.94,252.95
12/22/2021,261.86,250.83
12/21/2021,261.39,249.92
12/20/2021,262.38,250.67
12/17/2021,263.01,248.28
12/16/2021,262.97,248.14
12/15/2021,260.26,247.45
12/14/2021,260.72,248.80
12/13/2021,263.22,253.64
12/10/2021,264.54,252.24
12/09/2021,264.55,251.68
12/08/2021,264.11,253.09
12/07/2021,268.03,255.68
12/06/2021,272.53,257.85
12/03/2021,274.36,258.64
12/02/2021,272.02,258.25
12/01/2021,270.22,257.97
11/30/2021,271.68,260.29
11/29/2021,277.58,262.02
11/26/2021,280.01,262.28
11/24/2021,279.11,263.47
11/23/2021,278.64,262.67
11/22/2021,279.25,263.73
11/19/2021,278.41,263.83
11/18/2021,276.16,263.16
11/17/2021,278.47,264.06
11/16/2021,282.13,266.59
11/15/2021,283.20,267.28
11/12/2021,284.30,269.53
11/11/2021,285.14,267.29
11/10/2021,285.52,266.62
11/09/2021,287.80,270.62
11/08/2021,288.65,268.60
11/05/2021,289.54,267.52
11/04/2021,290.22,268.22
11/03/2021,288.49,267.72
11/02/2021,287.38,266.13
11/01/2021,287.58,264.39
10/29/2021,285.72,263.37
10/28/2021,284.89,262.64
10/27/2021,283.63,261.69
10/26/2021,284.76,262.54
10/25/2021,283.04,263.19
10/22/2021,281.82,263.11
10/21/2021,280.66,262.72
10/20/2021,280.03,262.80
10/19/2021,280.88,261.53
10/18/2021,280.09,259.81
10/15/2021,280.24,260.62
10/14/2021,280.32,260.68
10/13/2021,280.02,258.70
10/12/2021,281.07,261.35
10/11/2021,281.12,263.64
10/08/2021,283.27,262.74
10/07/2021,285.30,264.44
10/06/2021,286.62,262.91
10/05/2021,287.71,267.78
10/04/2021,289.18,265.16
10/01/2021,292.36,264.84
09/30/2021,294.98,269.32
09/29/2021,297.33,271.78
09/28/2021,301.56,274.35
09/27/2021,302.70,274.38
09/24/2021,303.32,274.53
09/23/2021,305.60,274.99
09/22/2021,307.83,275.50
09/21/2021,311.37,278.01
09/20/2021,315.66,280.75
09/17/2021,314.47,279.75
09/16/2021,318.00,280.27
09/15/2021,319.82,283.89
09/14/2021,322.89,290.62
09/13/2021,325.93,292.16
09/10/2021,327.22,293.37
09/09/2021,332.58,296.45
09/08/2021,334.86,298.17
09/07/2021,335.19,301.90
09/03/2021,336.42,304.13
09/02/2021,337.92,304.97
09/01/2021,338.45,307.57
08/31/2021,342.11,312.03
08/30/2021,342.78,312.55
08/27/2021,345.34,315.52
08/26/2021,347.27,319.59
08/25/2021,346.89,315.69
08/24/2021,347.58,316.90
08/23/2021,348.03,319.40
08/20/2021,345.06,318.53
08/19/2021,341.63,316.41
08/18/2021,340.08,309.80
08/17/2021,338.06,306.77
08/16/2021,329.80,303.55
08/13/2021,324.83,298.02
08/12/2021,317.93,290.31
08/11/2021,310.80,287.99
08/10/2021,305.32,284.61
08/09/2021,299.80,280.81
08/06/2021,296.26,277.09
08/05/2021,292.58,273.77
08/04/2021,289.34,271.15
08/03/2021,285.84,267.49
08/02/2021,281.00,263.38
07/30/2021,278.46,259.19
07/29/2021,275.22,256.82
07/28/2021,273.16,256.12
07/27/2021,269.73,253.94
07/26/2021,267.93,250.92
07/23/2021,266.63,249.94
07/22/2021,266.14,249.77
07/21/2021,265.24,248.77
07/20/2021,264.88,248.58
07/19/2021,266.49,249.49
07/16/2021,267.94,251.79
07/15/2021,269.87,252.48
07/14/2021,272.88,253.75
07/13/2021,273.34,256.74
07/12/2021,275.00,258.77
07/09/2021,278.59,257.41
07/08/2021,281.97,260.06
07/07/2021,284.90,262.08
07/06/2021,286.68,263.31
07/02/2021,285.44,264.41
07/01/2021,287.65,266.93
06/30/2021,291.29,269.27
06/29/2021,292.34,270.40
06/28/2021,297.43,273.96
06/25/2021,304.56,276.18
06/24/2021,307.42,276.14
06/23/2021,312.05,275.41
06/22/2021,315.75,279.75
06/21/2021,321.20,281.46
06/18/2021,323.28,283.61
06/17/2021,326.25,287.24
06/16/2021,329.17,289.96
06/15/2021,334.43,298.28
06/14/2021,335.47,303.41
06/11/2021,337.56,305.21
06/10/2021,338.25,310.40
06/09/2021,338.65,307.87
06/08/2021,338.61,306.18
06/07/2021,338.60,309.17
06/04/2021,338.98,311.73
06/03/2021,340.55,313.16
06/02/2021,340.16,311.88
06/01/2021,334.56,306.45
05/28/2021,330.97,300.90
05/27/2021,329.98,304.10
05/26/2021,329.49,304.05
05/25/2021,329.92,304.26
05/24/2021,327.83,303.39
05/21/2021,325.17,302.31
05/20/2021,324.18,301.61
05/19/2021,323.38,299.69
05/18/2021,323.34,299.05
05/17/2021,319.62,296.89
05/14/2021,316.94,293.19
05/13/2021,316.78,295.91
05/12/2021,315.08,297.16
05/11/2021,312.37,296.34
05/10/2021,309.11,293.76
05/07/2021,305.88,290.27
05/06/2021,306.37,289.36
05/05/2021,304.78,286.18
05/04/2021,301.22,283.91
05/03/2021,299.30,283.79
04/30/2021,296.50,283.05
04/29/2021,293.76,279.79
04/28/2021,292.50,279.00
04/27/2021,290.99,279.53
04/26/2021,285.20,274.35
04/23/2021,283.77,272.13
04/22/2021,282.31,273.69
04/21/2021,280.46,271.88
04/20/2021,278.26,270.47
04/19/2021,276.17,269.13
04/16/2021,276.05,269.10
04/15/2021,276.62,268.43
04/14/2021,272.91,267.31
04/13/2021,270.11,266.54
04/12/2021,271.41,266.16
04/09/2021,272.17,264.07
04/08/2021,270.50,263.83
04/07/2021,266.31,255.19
04/06/2021,262.77,251.30
04/05/2021,258.67,249.86
04/02/2021,252.85,246.97
04/01/2021,249.97,244.70
03/31/2021,247.12,238.13
03/30/2021,244.83,235.92
03/29/2021,239.53,232.50
03/26/2021,237.66,227.77
03/25/2021,236.45,226.25
03/24/2021,234.84,224.07
03/23/2021,233.99,225.23
03/22/2021,230.95,223.05
03/19/2021,229.99,219.95
03/18/2021,228.61,218.11
03/17/2021,228.47,217.59
03/16/2021,226.93,218.77
03/15/2021,224.77,218.05
03/12/2021,225.87,220.27
03/11/2021,226.67,220.07
03/10/2021,227.29,219.82
03/09/2021,229.03,223.80
03/08/2021,231.08,223.13
03/05/2021,231.33,220.85
03/04/2021,233.88,221.68
03/03/2021,233.03,224.24
03/02/2021,234.68,226.17
03/01/2021,239.03,227.64
02/26/2021,240.53,229.73
02/25/2021,240.39,228.79
02/24/2021,240.75,229.79
02/23/2021,240.29,230.53
02/22/2021,239.98,229.98
02/19/2021,239.23,227.90
02/18/2021,238.85,227.47
02/17/2021,237.51,225.64
02/16/2021,234.77,222.03
02/15/2021,232.44,221.41
02/12/2021,232.37,220.93
02/11/2021,232.96,220.29
02/10/2021,233.02,220.96
02/09/2021,234.29,220.73
02/08/2021,236.20,220.61
02/05/2021,234.58,220.79
02/04/2021,234.25,220.44
02/03/2021,235.28,223.39
02/02/2021,236.76,225.04
02/01/2021,235.68,225.59
01/29/2021,233.95,222.70
01/28/2021,231.99,220.88
01/27/2021,229.66,218.99
01/26/2021,229.06,217.33
01/25/2021,226.73,216.21
01/22/2021,222.82,213.34
01/21/2021,221.20,210.28
01/20/2021,218.91,207.28
01/19/2021,217.49,206.44
01/18/2021,215.04,205.84
01/15/2021,212.92,203.08
01/14/2021,213.37,201.07
01/13/2021,211.00,199.06
01/12/2021,209.14,198.09
01/11/2021,207.69,195.74
01/08/2021,206.80,196.69
01/07/2021,205.81,196.59
01/06/2021,205.27,196.08
01/05/2021,205.90,196.49
01/04/2021,209.87,196.53
12/31/2020,209.95,195.65
12/30/2020,210.53,199.86
12/29/2020,210.30,195.48
12/28/2020,207.82,196.65
12/23/2020,207.54,197.93
12/22/2020,210.67,199.59
12/21/2020,210.92,197.26
12/18/2020,208.63,194.27
12/17/2020,209.51,193.70
12/16/2020,207.22,192.09
12/15/2020,208.82,192.20
12/14/2020,209.69,192.30
12/11/2020,213.88,195.71
12/10/2020,214.59,198.47
12/09/2020,218.26,201.65
12/08/2020,225.02,205.42
12/07/2020,230.80,209.48
12/04/2020,235.02,217.51
12/03/2020,239.19,219.93
12/02/2020,240.89,222.95
12/01/2020,243.40,223.08
11/30/2020,243.68,222.43
11/27/2020,242.85,220.68
11/25/2020,245.06,220.90
11/24/2020,244.30,219.71
11/23/2020,241.60,217.48
11/20/2020,238.35,214.98
11/19/2020,237.70,213.89
11/18/2020,235.84,213.62
11/17/2020,233.72,213.96
11/16/2020,226.95,212.35
11/13/2020,225.98,209.46
11/12/2020,226.50,208.24
11/11/2020,222.84,208.46
11/10/2020,222.25,208.55
11/09/2020,217.39,202.37
11/06/2020,214.32,198.49
11/05/2020,212.55,198.97
11/04/2020,210.19,197.05
11/03/2020,209.44,195.45
11/02/2020,208.65,192.62
10/30/2020,208.10,191.24
10/29/2020,207.32,191.23
10/28/2020,205.79,189.58
10/27/2020,206.70,188.67
10/26/2020,207.83,188.49
10/23/2020,207.49,191.40
10/22/2020,208.86,191.08
10/21/2020,208.47,190.91
10/20/2020,210.60,191.67
10/19/2020,209.74,191.84
10/16/2020,210.03,193.52
10/15/2020,210.48,196.50
10/14/2020,211.14,199.27
10/13/2020,212.44,200.08
10/12/2020,214.62,200.34
10/09/2020,214.06,199.82
10/08/2020,216.00,203.10
10/07/2020,216.88,205.58
10/06/2020,216.24,206.84
10/05/2020,216.98,208.01
10/02/2020,218.88,207.61
10/01/2020,218.98,207.62
09/30/2020,217.74,207.54
09/29/2020,217.16,206.99
09/28/2020,217.72,206.42
09/25/2020,219.34,206.98
09/24/2020,217.48,207.74
09/23/2020,215.87,207.60
09/22/2020,215.44,206.30
09/21/2020,216.22,205.82
09/18/2020,215.64,203.94
09/17/2020,215.05,203.39
09/16/2020,215.38,204.51
09/15/2020,216.09,206.28
09/14/2020,217.21,207.76
09/11/2020,219.89,207.10
09/10/2020,220.83,207.32
09/09/2020,222.95,207.51
09/08/2020,224.82,208.46
09/04/2020,225.85,209.30
09/03/2020,227.24,212.50
09/02/2020,227.58,213.82
09/01/2020,228.34,214.75
08/31/2020,227.95,215.32
08/28/2020,229.40,214.86
08/27/2020,231.54,214.26
08/26/2020,231.45,214.11
08/25/2020,229.68,212.26
08/24/2020,227.47,211.25
08/21/2020,225.94,208.99
08/20/2020,225.38,206.31
08/19/2020,223.04,205.65
08/18/2020,220.86,204.65
08/17/2020,217.26,201.94
08/14/2020,214.24,199.29
08/13/2020,210.95,197.41
08/12/2020,209.09,195.99
08/11/2020,208.08,195.02
08/10/2020,207.20,193.93
08/07/2020,205.47,192.75
08/06/2020,204.66,192.01
08/05/2020,203.57,190.82
08/04/2020,204.24,190.45
08/03/2020,204.66,190.40
07/31/2020,203.26,189.89
07/30/2020,201.80,191.50
07/29/2020,201.11,189.49
07/28/2020,202.96,188.32
07/27/2020,202.55,190.13
07/24/2020,201.77,190.63
07/23/2020,202.26,190.79
07/22/2020,201.15,189.28
07/21/2020,200.88,191.30
07/20/2020,201.74,191.59
07/17/2020,200.47,190.31
07/16/2020,200.80,191.30
07/15/2020,200.76,191.37
07/14/2020,200.92,190.85
07/13/2020,203.26,191.88
07/10/2020,204.50,194.29
07/09/2020,203.59,194.83
07/08/2020,203.83,195.52
07/07/2020,205.30,196.84
07/06/2020,205.46,196.97
07/02/2020,205.44,198.76
07/01/2020,205.38,198.43
06/30/2020,206.97,199.90
06/29/2020,208.36,200.71
06/26/2020,207.17,198.85
06/25/2020,208.26,199.93
06/24/2020,209.69,201.69
06/23/2020,211.81,203.57
06/22/2020,214.06,204.30
06/19/2020,213.72,203.91
06/18/2020,213.56,204.08
06/17/2020,217.93,208.08
06/16/2020,227.89,213.17
06/15/2020,228.61,214.35
06/12/2020,230.64,219.27
06/11/2020,235.56,219.88
06/10/2020,236.06,222.84
06/09/2020,247.00,227.95
06/08/2020,254.58,231.12
06/05/2020,261.48,246.42
06/04/2020,272.26,260.41
06/03/2020,295.90,276.78
06/02/2020,318.73,290.58
06/01/2020,341.15,316.83
05/29/2020,363.34,340.07
05/28/2020,369.56,344.09
05/27/2020,377.77,350.20
05/26/2020,385.49,360.02
05/22/2020,396.74,374.18
05/21/2020,401.81,382.53
05/20/2020,404.04,391.18
05/19/2020,409.47,388.87
05/18/2020,414.95,394.87
05/15/2020,434.32,419.06
05/14/2020,450.92,437.40
05/13/2020,465.99,437.24
05/12/2020,475.39,450.97
05/11/2020,468.58,452.97
05/08/2020,460.88,448.99
05/07/2020,458.54,448.57
05/06/2020,449.18,431.96
05/05/2020,428.99,410.71
05/04/2020,410.05,376.66
05/01/2020,377.45,357.13
04/30/2020,367.56,350.16
04/29/2020,357.38,339.91
04/28/2020,330.82,320.88
04/27/2020,311.84,298.78
04/24/2020,293.37,279.02
04/23/2020,284.29,272.89
04/22/2020,275.75,261.02
04/21/2020,259.85,248.82
04/20/2020,248.38,237.99
04/17/2020,238.99,227.20
04/16/2020,235.87,225.98
04/15/2020,230.53,222.22
04/14/2020,226.67,215.77
04/13/2020,225.86,211.40
04/10/2020,223.93,208.33
04/09/2020,222.67,207.57
04/08/2020,222.34,211.77
04/07/2020,227.88,217.75
04/06/2020,230.05,215.03
04/03/2020,230.44,215.84
04/02/2020,232.64,222.12
04/01/2020,235.17,225.13
03/31/2020,243.15,228.96
03/30/2020,250.97,238.14
03/27/2020,252.84,242.38
03/26/2020,253.57,242.17
03/25/2020,255.30,243.09
03/24/2020,256.31,245.48
03/23/2020,257.32,245.14
03/20/2020,253.75,240.17
03/19/2020,249.87,241.06
03/18/2020,247.24,238.50
03/17/2020,239.93,229.32
03/16/2020,224.36,216.71
03/13/2020,208.14,201.98
03/12/2020,206.01,197.88
03/11/2020,207.17,196.49
03/10/2020,207.09,198.71
03/09/2020,207.36,202.32
03/06/2020,207.47,202.57
03/05/2020,207.25,201.06
03/04/2020,206.82,201.51
03/03/2020,206.62,202.70
03/02/2020,206.53,201.16
02/28/2020,205.30,198.91
02/27/2020,205.54,199.69
02/26/2020,206.34,198.60
02/25/2020,207.47,199.90
02/24/2020,207.07,202.37
02/21/2020,205.09,201.70
02/20/2020,204.50,201.60
02/19/2020,205.57,201.76
02/18/2020,206.13,203.73
02/17/2020,207.26,206.18
02/14/2020,208.09,205.71
02/13/2020,206.45,203.79
02/12/2020,206.31,205.30
02/11/2020,207.83,204.53
02/10/2020,208.91,203.70
02/07/2020,210.12,203.89
02/06/2020,210.93,205.96
02/05/2020,210.72,207.94
02/04/2020,210.93,207.51
02/03/2020,211.56,207.42
01/31/2020,213.00,210.66
01/30/2020,213.35,211.48
01/29/2020,213.52,211.93
01/28/2020,212.85,212.16
01/27/2020,213.59,210.50
01/24/2020,214.49,210.70
01/23/2020,215.32,211.20
01/22/2020,214.96,212.02
01/21/2020,214.51,213.47
01/20/2020,214.64,213.48
01/17/2020,214.17,212.75
01/16/2020,212.90,211.47
01/15/2020,212.53,209.67
01/14/2020,212.76,210.30
01/13/2020,210.55,208.23
01/10/2020,210.04,206.55
01/09/2020,209.96,206.68
01/08/2020,209.50,206.53
01/07/2020,209.56,206.82
01/06/2020,209.65,206.80
01/03/2020,208.49,205.39
01/02/2020,208.25,202.63
12/31/2019,209.42,202.12
12/30/2019,209.66,205.41
12/27/2019,208.96,204.57
12/26/2019,210.15,205.25
12/23/2019,211.57,204.64
12/20/2019,209.70,201.03
12/19/2019,208.99,200.99
12/18/2019,209.57,201.57
12/17/2019,212.81,203.47
12/16/2019,217.08,205.51
12/13/2019,216.29,204.24
12/12/2019,215.65,202.56
12/11/2019,218.65,203.72
12/10/2019,221.49,205.35
12/09/2019,223.64,206.49
12/06/2019,224.56,207.30
12/05/2019,225.60,208.12
12/04/2019,226.95,210.31
12/03/2019,230.15,212.31
12/02/2019,232.61,212.98
11/29/2019,232.12,210.34
11/27/2019,232.24,210.64
11/26/2019,231.84,212.29
11/25/2019,233.24,211.91
11/22/2019,232.57,211.32
11/21/2019,234.86,213.86
11/20/2019,238.21,214.77
11/19/2019,239.01,215.47
11/18/2019,239.12,215.59
11/15/2019,240.80,214.33
11/14/2019,241.06,215.84
11/13/2019,242.34,217.53
11/12/2019,240.50,216.23
11/11/2019,238.59,213.69
11/08/2019,239.12,213.26
11/07/2019,238.29,213.02
11/06/2019,237.14,211.53
11/05/2019,236.05,209.82
11/04/2019,234.81,210.38
11/01/2019,233.20,207.51
10/31/2019,232.18,206.49
10/30/2019,230.05,206.67
10/29/2019,230.55,203.57
10/28/2019,227.90,200.76
10/25/2019,225.44,199.84
10/24/2019,225.62,199.09
10/23/2019,223.28,198.94
10/22/2019,220.93,198.08
10/21/2019,220.13,194.44
10/18/2019,218.04,193.04
10/17/2019,218.11,192.60
10/16/2019,218.28,191.37
10/15/2019,218.02,191.48
10/14/2019,217.22,189.33
10/11/2019,215.66,188.68
10/10/2019,215.63,186.66
10/09/2019,214.60,186.12
10/08/2019,213.60,187.06
10/07/2019,211.09,185.91
10/04/2019,211.96,186.92
10/03/2019,212.06,187.21
10/02/2019,212.97,185.90
10/01/2019,213.47,186.05
09/30/2019,212.44,187.11
09/27/2019,212.58,189.86
09/26/2019,213.51,190.39
09/25/2019,214.63,189.83
09/24/2019,215.39,189.66
09/23/2019,216.45,190.84
09/20/2019,216.97,191.72
09/19/2019,218.17,192.16
09/18/2019,218.24,191.97
09/17/2019,219.77,193.91
09/16/2019,220.62,196.57
09/13/2019,220.88,198.60
09/12/2019,219.97,198.60
09/11/2019,219.89,198.40
09/10/2019,225.38,200.98
09/09/2019,226.95,201.92
09/06/2019,227.31,201.94
09/05/2019,229.42,204.47
09/04/2019,230.65,208.95
09/03/2019,230.66,211.62
08/30/2019,231.77,212.27
08/29/2019,232.19,212.78
08/28/2019,232.96,211.81
08/27/2019,236.76,210.71
08/26/2019,238.06,211.66
08/23/2019,237.52,212.71
08/22/2019,239.28,215.91
08/21/2019,241.74,215.70
08/20/2019,241.70,214.27
08/19/2019,239.13,214.52
08/16/2019,238.69,213.26
08/15/2019,236.12,210.67
08/14/2019,232.34,205.92
08/13/2019,226.36,200.58
08/12/2019,218.62,197.79
08/09/2019,216.37,193.81
08/08/2019,216.88,192.37
08/07/2019,216.49,192.71
08/06/2019,215.78,192.65
08/05/2019,214.70,191.67
08/02/2019,214.73,190.63
08/01/2019,214.24,189.34
07/31/2019,213.54,189.69
07/30/2019,214.03,191.13
07/29/2019,213.26,189.76
07/26/2019,212.17,188.34
07/25/2019,212.57,189.18
07/24/2019,213.60,189.42
07/23/2019,213.78,189.71
07/22/2019,213.32,189.59
07/19/2019,213.42,189.51
07/18/2019,213.34,188.61
07/17/2019,212.57,188.34
07/16/2019,212.93,189.16
07/15/2019,213.27,189.21
07/12/2019,212.80,189.60
07/11/2019,213.77,190.79
07/10/2019,214.42,190.89
07/09/2019,214.73,192.09
07/08/2019,217.46,194.41
07/05/2019,217.67,194.80
07/03/2019,219.25,195.36
07/02/2019,220.47,195.99
07/01/2019,219.72,195.64
06/28/2019,219.66,195.56
06/27/2019,219.03,196.90
06/26/2019,219.70,198.56
06/25/2019,219.64,198.95
06/24/2019,219.74,199.81
06/21/2019,219.82,199.55
06/20/2019,220.72,201.48
06/19/2019,221.59,202.24
06/18/2019,220.53,201.80
06/17/2019,221.82,202.51
06/14/2019,222.23,202.76
06/13/2019,222.10,204.71
06/12/2019,222.15,206.73
06/11/2019,222.39,208.25
06/10/2019,221.66,208.79
06/07/2019,222.31,206.92
06/06/2019,222.25,207.16
06/05/2019,222.11,207.18
06/04/2019,223.00,207.21
06/03/2019,223.20,206.87
05/31/2019,223.21,207.69
05/30/2019,223.58,208.87
05/29/2019,223.53,209.99
05/28/2019,223.29,210.45
05/24/2019,221.64,208.47
05/23/2019,220.79,206.53
05/22/2019,219.75,205.81
05/21/2019,219.58,206.58
05/20/2019,221.45,208.03
05/17/2019,220.31,208.28
05/16/2019,219.56,207.88
05/15/2019,219.57,208.04
05/14/2019,220.12,208.97
05/13/2019,221.58,208.89
05/10/2019,221.11,207.46
05/09/2019,222.47,207.08
05/08/2019,223.01,207.49
05/07/2019,223.87,211.83
05/06/2019,227.00,213.98
05/03/2019,227.36,213.29
05/02/2019,228.80,215.08
05/01/2019,230.22,217.50
04/30/2019,231.84,218.21
04/29/2019,233.14,217.72
04/26/2019,232.99,219.41
04/25/2019,232.93,219.75
04/24/2019,232.96,220.28
04/23/2019,234.11,221.26
04/22/2019,234.48,222.64
04/19/2019,233.65,220.49
04/18/2019,233.06,219.46
